item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q982696	Bassel Khartabil	http://www.wikidata.org/entity/Q52	Wikipedia
http://www.wikidata.org/entity/Q778266	County of Artois	http://www.wikidata.org/entity/Q142	France
http://www.wikidata.org/entity/Q4074457	Mikhail Babkin	http://www.wikidata.org/entity/Q151	Wiktionary
http://www.wikidata.org/entity/Q5291	Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q13129	Pirate Party Germany	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q50572	Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q168153	Pirate Party Australia	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q208602	Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q341085	Czech Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q375498	Pirate Party of Brazil	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q672479	Pirate Party Switzerland	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q695270	Pirate Party of Austria	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q781788	Pirate Party of Hungary	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q830546	Best Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1069440	Pirate Party of Russia	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1133908	Pirate Party of the Netherlands	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1136727	Pirate Party Belgium	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1284257	Pirate Party of Norway	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1328410	Pirate Party of Spain	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1343742	Pirate Party of Greece	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1459085	Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1578082	Pirates of Catalonia	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q1737170	Italian Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q3079953	Pirate Party Luxembourg	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q3173752	Slovak Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q3191174	Pirate Party of Bulgaria	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q3366586	Pirate Party of Morocco	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q4363281	Pirate Party of Kazakhstan	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q5314301	Slovenian Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q5401616	Estonian Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q6767863	Pirate Party of Turkey	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197806	Pirate Party of Denmark	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197808	Pirate Party Croatia	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197810	Pirate Party of Bosnia and Herzegovina	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197813	Pirate Party of New Zealand	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197814	Pirate Party of Serbia	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197815	Pirate Party of Poland	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7197818	Pirate Party of Ukraine	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7232673	Portuguese Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q7362565	Romanian Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q15081858	European Pirate Party	http://www.wikidata.org/entity/Q170	Pirate Parties International
http://www.wikidata.org/entity/Q2901516	Toronto Public Library	http://www.wikidata.org/entity/Q172	Toronto
http://www.wikidata.org/entity/Q181	Jimmy Wales	http://www.wikidata.org/entity/Q180	Wikimedia Foundation
http://www.wikidata.org/entity/Q211853	Republic of Serbian Krajina	http://www.wikidata.org/entity/Q224	Croatia
http://www.wikidata.org/entity/Q19198	Chester Bennington	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q19199	Brad Delson	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q19200	Joseph Hahn	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q19201	Mike Shinoda	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q19202	Phoenix	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q19203	Scott Koziol	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q19205	Rob Bourdon	http://www.wikidata.org/entity/Q261	Linkin Park
http://www.wikidata.org/entity/Q4074457	Mikhail Babkin	http://www.wikidata.org/entity/Q328	English Wikipedia
http://www.wikidata.org/entity/Q4074457	Mikhail Babkin	http://www.wikidata.org/entity/Q369	Wikiquote
http://www.wikidata.org/entity/Q4001148	Tyler Pope	http://www.wikidata.org/entity/Q371	!!!
http://www.wikidata.org/entity/Q16214114	Nic Offer	http://www.wikidata.org/entity/Q371	!!!
http://www.wikidata.org/entity/Q175907	Adam Clayton	http://www.wikidata.org/entity/Q396	U2
http://www.wikidata.org/entity/Q714845	The Edge	http://www.wikidata.org/entity/Q396	U2
http://www.wikidata.org/entity/Q814065	Larry Mullen Jr.	http://www.wikidata.org/entity/Q396	U2
http://www.wikidata.org/entity/Q834621	Bono	http://www.wikidata.org/entity/Q396	U2
http://www.wikidata.org/entity/Q27	Ireland	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q29	Spain	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q31	Belgium	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q32	Luxembourg	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q33	Finland	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q34	Sweden	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q36	Poland	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q37	Lithuania	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q38	Italy	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q40	Austria	http://www.wikidata.org/entity/Q458	European Union
http://www.wikidata.org/entity/Q41	Greece	http://www.wikidata.org/entity/Q458	European Union
