item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q217059	Unification Church	http://www.wikidata.org/entity/Q2	Earth
http://www.wikidata.org/entity/Q1077745	Bastian Balthazar Bux	http://www.wikidata.org/entity/Q2	Earth
http://www.wikidata.org/entity/Q7888611	Gmork	http://www.wikidata.org/entity/Q2	Earth
http://www.wikidata.org/entity/Q58208521	Q58208521	http://www.wikidata.org/entity/Q2	Earth
http://www.wikidata.org/entity/Q77338	Matthias Claudius	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q332790	Leo Africanus	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q2804625	Olfert Dapper	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q2941070	Casimir Zagourski	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q3894886	Papisto Boy	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q19967674	Andreas Dirks	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q33106506	Michel Ducharme	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q82573311	Rodolphe Lindemann	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q83150243	William Miko	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q83286648	P.S. Gransberg	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q86735234	G. Gaensly	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q86737559	J. Smits	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q86737678	A. Brué	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q88460219	Adolf Melchior	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q256448	Henri Julien	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q461948	Taylor Wane	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q464870	Pitseolak Ashoona	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q506000	Paul Kane	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q2612832	Leo Mol	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q4085168	Thomas Burrowes	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q5552639	Gerry Armstrong	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q11285842	Ian Black	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q16513287	Ted Grant	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q18911948	Mary Schäffer Warren	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q19933740	Harry Golding	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q24289820	Richard Short	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q24855930	Louie	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q26202754	Bert Chesterfield	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q30225711	Raphael van Lierop	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q34355291	Canadian Postcard Company	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q51791276	Henri Leopold Masson	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q53478320	Matthew Checchia	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q54932289	Robert Ford Gagen	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q56379399	Eugene M. Weaver	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q58176058	Francis Lorne	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q58680890	Q58680890	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q59276402	Mariela Borello	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q69056438	Peter Morris	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q82572498	Jack Kataoyak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q82573221	Albertus Lensink	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q82574014	Louie Nigiyok	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q82574251	Tivi Paningina	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q82574581	Samuili Qumaluk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q82575223	Joanesie Smith	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495467	S. Ainalik	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495509	Norman Annack	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495513	Moses Appagaq	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495520	Peter Angutikirq Assappa	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495524	Peter Audlaluk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495559	Davidee Eyaitak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495577	Jaico Iqaluk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495614	Ross Kayosak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495633	Samson Kingaliik	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495642	Kapik Kolola	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495662	Simon Makimak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495664	Alice Mikiyuk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495693	Johnny Meeko	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495705	Alice Nayoumealuk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495721	Noah Nowrakatluk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495725	Tania Nutaraluk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495736	Tivi Pangiqayak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495757	Arnakadlak Pootoogook	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495762	Qomaluk Pov	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495773	Willie Quananak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495776	T. Quissak	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495787	D. Sala	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495789	Samisa Sala	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495822	Suvipki (?)	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495846	Paulosi Tukai	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495874	L. Weetaluktuk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84495876	Semeonie Weetaluktuk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q84909706	Crimson Education	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86737499	Els de Meyer	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86740002	Robert Mayokol	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86740378	Jusipi Kulula	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86741024	Joséfina Williame	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86741918	Joe Bolton	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86819865	Ulayu	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86819923	Ekagina	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86819924	Sarolli	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q86819930	Inukpuk	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87610020	Isodore Sammurtok	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87610034	Tvi Etook	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87610126	Patrick Amas	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87610153	Paulasie Pootoogook	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87610155	Lucassie Tukai	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87647732	Sorosilutu	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87647734	Sharni	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87647751	Inig	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87647753	Soverio	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87647755	Columban	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q87647955	Nutarak Kooniloosie	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q43736	Yasunari Kawabata	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q134456	Yukio Mishima	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q193344	Miyamoto Musashi	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q235343	Genshō	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q317980	Kōtoku	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q337436	Sanzo Nosaka	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q344166	Hasui Kawase	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q360978	Suzuki Harunobu	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q361174	Sharaku	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q427642	Torii Kiyonaga	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q435173	Natsuo	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q463142	Kyokutei Bakin	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q526437	Shōtei Takahashi	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q585961	Ōbaku no Sanpitsu	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q653932	Hiroshige III	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q931356	Konishi Hirosada	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q938347	Santō Kyōden	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q1239715	Donald Dunstan	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q1620276	Hiroshi Kajikawa	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q1723424	Sazan Kan	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q1723541	Robun Kanagaki	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q2060569	Itō Shinsui	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q2273255	Sergiu Homei	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q2355223	Maurits van der Valk	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q2386947	Shibata Zeshin	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q2625013	Toyohiro	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q2834961	Alfred Bastien	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3074677	Shunkōsai Hokushū	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3075003	Toshihide Migita	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3075581	Ōtagaki Rengetsu	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3084549	Yanagawa Shigenobu	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3136173	Torii Kiyomitsu	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3156405	Iwasa Matabei	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3194229	Katsukawa Shun'ei	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3200184	Kubo Shunman	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3200664	Kusumi Morikage	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3267572	Seiseki Abe	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3336023	Narashige Koide	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3469342	Sakai Hōitsu	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3490682	Sonome	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3514329	Takeuchi Seihō	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3552728	Kuniteru I	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q3594046	Ōoka Shunboku	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q4745639	Americans in Japan	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q5359450	Hirofumi Arai	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q5692388	Gonzalo Jiménez de la Espada	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q6379524	Kawai Kanjirō	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q7360123	Rokuzan Ogiwara	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q7674368	Tadashi Nakayama	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q8038964	Wu Shixian	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q9125022	Ayaka Ōhashi	http://www.wikidata.org/entity/Q17	Japan
