item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q5195921	Curtis Williams Sabrosky	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q26219773	Q26219773	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q26952316	Georgi Shishkov	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q35427695	Gareth J. Nelson	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q41761438	John Wilfrid Jenkinson	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q55107859	Solomon Pereshkolnik	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q60542019	Armand Dehorne	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q60565747	Q60565747	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q75369764	Q75369764	http://www.wikidata.org/entity/Q431	zoology
http://www.wikidata.org/entity/Q1029359	Britt Lomond	http://www.wikidata.org/entity/Q362	World War II
http://www.wikidata.org/entity/Q18555792	Q18555792	http://www.wikidata.org/entity/Q362	World War II
http://www.wikidata.org/entity/Q38154847	Josebe Iturrioz	http://www.wikidata.org/entity/Q467	woman
http://www.wikidata.org/entity/Q88323365	Brenda K. Wiederhold	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q21103330	Dmitry Kulikov	http://www.wikidata.org/entity/Q212	Ukraine
http://www.wikidata.org/entity/Q12359129	Andres Jõesaar	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q16405590	Kaarel Kais	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q50625325	Tiit Arge	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q50660740	Kaido Ehasoo	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q50664103	Ando Hagel	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q50698437	Heiti Hääl	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q50698453	Reet Hääl	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q50824602	Väino Kaldoja	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q81217332	Rashed Nawaf	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q89209164	Bonny Lovy	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q89288719	Q89288719	http://www.wikidata.org/entity/Q847	tennis
http://www.wikidata.org/entity/Q62993874	José Aparecido da Silva	http://www.wikidata.org/entity/Q289	television
http://www.wikidata.org/entity/Q79226687	Q79226687	http://www.wikidata.org/entity/Q418	telecommunication
http://www.wikidata.org/entity/Q4707879	Muhammad Sadik Muhammad Yusuf	http://www.wikidata.org/entity/Q269	Tashkent
http://www.wikidata.org/entity/Q4075027	Sergey Badyuk	http://www.wikidata.org/entity/Q349	sport
http://www.wikidata.org/entity/Q12371392	Oleg Gross	http://www.wikidata.org/entity/Q349	sport
http://www.wikidata.org/entity/Q15061252	Ainur Shaibakov	http://www.wikidata.org/entity/Q349	sport
http://www.wikidata.org/entity/Q16334174	Dmitry Maximov	http://www.wikidata.org/entity/Q349	sport
http://www.wikidata.org/entity/Q17371755	Q17371755	http://www.wikidata.org/entity/Q349	sport
