item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q15781	Zastava Yugo	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q148230	Q148230	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q148237	Zastava 750	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q148271	Zastava Skala	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q148281	Zastava Florida	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q21205906	Zastava Koral	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q22329333	Q22329333	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q56682025	Zastava 620B	http://www.wikidata.org/entity/Q15770	Zastava Automobiles
http://www.wikidata.org/entity/Q192220	D-20	http://www.wikidata.org/entity/Q887	Yekaterinburg
http://www.wikidata.org/entity/Q1662015	Yandex Browser	http://www.wikidata.org/entity/Q5281	Yandex
http://www.wikidata.org/entity/Q59354573	Yandex Smartphone	http://www.wikidata.org/entity/Q5281	Yandex
http://www.wikidata.org/entity/Q16223010	BNS Durjoy	http://www.wikidata.org/entity/Q11746	Wuhan
http://www.wikidata.org/entity/Q16223011	BNS Nirmul	http://www.wikidata.org/entity/Q11746	Wuhan
http://www.wikidata.org/entity/Q16678915	Q16678915	http://www.wikidata.org/entity/Q467	woman
http://www.wikidata.org/entity/Q10522326	Hercules	http://www.wikidata.org/entity/Q7030	Wismar
http://www.wikidata.org/entity/Q7998697	Widerøe Polar	http://www.wikidata.org/entity/Q28344	Widerøe
http://www.wikidata.org/entity/Q7003612	Golem (Computer)	http://www.wikidata.org/entity/Q4182	Weizmann Institute of Science
http://www.wikidata.org/entity/Q1150464	Ford FT-B	http://www.wikidata.org/entity/Q270	Warsaw
http://www.wikidata.org/entity/Q1112841	DB-3	http://www.wikidata.org/entity/Q3426	Voronezh
http://www.wikidata.org/entity/Q1982880	Volkswagen Group New Small Family platform	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q3562805	Volkswagen Concept BlueSport	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q7408947	Volkswagen Samba	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q7940311	Volkswagen GX3	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q9369095	Q9369095	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q11837544	Q11837544	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q14516277	Volkswagen Golf Rally G60	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q15305557	Volkswagen Golf Sportsvan	http://www.wikidata.org/entity/Q246	Volkswagen
http://www.wikidata.org/entity/Q15966358	Volkswagen T-Roc	http://www.wikidata.org/entity/Q246	Volkswagen
