item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q48	Asia	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q5401	Eurasia	http://www.wikidata.org/entity/Q15	Africa
http://www.wikidata.org/entity/Q30	United States of America	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q223	Greenland	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q34617	Saint Pierre and Miquelon	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q38610	Dominion of Newfoundland	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q738395	Rupert's Land	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q1152445	Aerican Empire	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q2514958	Colony of British Columbia	http://www.wikidata.org/entity/Q16	Canada
http://www.wikidata.org/entity/Q148	People's Republic of China	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q159	Russia	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q865	Taiwan	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q884	South Korea	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q15180	Soviet Union	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q28419012	Gad-Avia	http://www.wikidata.org/entity/Q17	Japan
http://www.wikidata.org/entity/Q49	North America	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q27611	Central America	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q664609	Caribbean	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q18479603	Continental Central America	http://www.wikidata.org/entity/Q18	South America
http://www.wikidata.org/entity/Q33	Finland	http://www.wikidata.org/entity/Q20	Norway
http://www.wikidata.org/entity/Q34	Sweden	http://www.wikidata.org/entity/Q20	Norway
http://www.wikidata.org/entity/Q35	Denmark	http://www.wikidata.org/entity/Q20	Norway
http://www.wikidata.org/entity/Q159	Russia	http://www.wikidata.org/entity/Q20	Norway
http://www.wikidata.org/entity/Q458	European Union	http://www.wikidata.org/entity/Q20	Norway
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q21	England
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q21	England
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q22	Scotland
http://www.wikidata.org/entity/Q1788657	Northern England	http://www.wikidata.org/entity/Q22	Scotland
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q1788657	Northern England	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q27	Ireland	http://www.wikidata.org/entity/Q26	Northern Ireland
http://www.wikidata.org/entity/Q107397	County Leitrim	http://www.wikidata.org/entity/Q26	Northern Ireland
http://www.wikidata.org/entity/Q179424	County Donegal	http://www.wikidata.org/entity/Q26	Northern Ireland
http://www.wikidata.org/entity/Q183539	County Louth	http://www.wikidata.org/entity/Q26	Northern Ireland
http://www.wikidata.org/entity/Q184760	County Monaghan	http://www.wikidata.org/entity/Q26	Northern Ireland
http://www.wikidata.org/entity/Q187402	County Cavan	http://www.wikidata.org/entity/Q26	Northern Ireland
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q27	Ireland
http://www.wikidata.org/entity/Q145	United Kingdom	http://www.wikidata.org/entity/Q27	Ireland
http://www.wikidata.org/entity/Q40	Austria	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q212	Ukraine	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q214	Slovakia	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q215	Slovenia	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q218	Romania	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q224	Croatia	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q403	Serbia	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q33946	Czechoslovakia	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q36704	Yugoslavia	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q184548	Nitra Region	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q730722	Nové Zámky District	http://www.wikidata.org/entity/Q28	Hungary
http://www.wikidata.org/entity/Q45	Portugal	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q142	France	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q228	Andorra	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q1028	Morocco	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q1410	Gibraltar	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q7172	Arab League	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q953432	Couto Misto	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q18678082	Nouvelle-Aquitaine	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q18678265	Occitania	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q67502995	Acequia-aqueducto, polígono 4, parcela 15	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q67602221	Chapel of Saint Peter	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q16	Canada	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q96	Mexico	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q159	Russia	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q241	Cuba	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q678	Tonga	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q683	Samoa	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q702	Federated States of Micronesia	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q709	Marshall Islands	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q710	Kiribati	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q717	Venezuela	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q778	Bahamas	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q790	Haiti	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q804	Panama	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q15180	Soviet Union	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q34266	Russian Empire	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q79754	Querétaro	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q81931	Confederate States of America	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q248452	British North America	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q1152445	Aerican Empire	http://www.wikidata.org/entity/Q30	United States of America
http://www.wikidata.org/entity/Q32	Luxembourg	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q55	Netherlands	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q142	France	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q183	Germany	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q7318	Nazi Germany	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16987	Nord-Pas-de-Calais	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q29999	Kingdom of the Netherlands	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q31	Belgium	http://www.wikidata.org/entity/Q32	Luxembourg
http://www.wikidata.org/entity/Q142	France	http://www.wikidata.org/entity/Q32	Luxembourg
http://www.wikidata.org/entity/Q183	Germany	http://www.wikidata.org/entity/Q32	Luxembourg
http://www.wikidata.org/entity/Q1126	Luxembourg	http://www.wikidata.org/entity/Q32	Luxembourg
http://www.wikidata.org/entity/Q1127	Liège	http://www.wikidata.org/entity/Q32	Luxembourg
http://www.wikidata.org/entity/Q1201	Saarland	http://www.wikidata.org/entity/Q32	Luxembourg
http://www.wikidata.org/entity/Q7318	Nazi Germany	http://www.wikidata.org/entity/Q32	Luxembourg
