item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q231	Wallonia	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q234	Flanders	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q240	Brussels-Capital Region	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q9331	Flemish Community	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q9337	Flemish Region	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q89959	French Community of Belgium	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q90027	German-speaking Community of Belgium	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q152356	Eifel	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q848831	Province of Brabant	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q1032141	HSL 3	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q1546399	HSL 2	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q1569278	Province of Limburg	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q2512957	Q2512957	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q2685799	Sennette	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16893740	Kuurne Heliport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16894132	Liernu Airport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16896216	Orchimont Airport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16899225	Reninge Heliport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16900023	Shape Pad Heliport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16900199	Sint-Lucas Hospital Heliport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16903625	Wonck Airport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q16904566	Zingem Heliport	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q19801559	Q19801559	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21756901	Q21756901	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21756903	Q21756903	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21760172	Walvisstaart	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21760257	Westdiep	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21760259	Westpit	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21763399	Bois de Strihoux	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21763509	Trochbeek	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21763533	Q21763533	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21763535	Uitdiep	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21764680	Q21764680	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21765618	Ruisseau de Longpont	http://www.wikidata.org/entity/Q31	Belgium
http://www.wikidata.org/entity/Q21765821	Q21765821	http://www.wikidata.org/entity/Q31	Belgium
