item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q769668	Province of New York	http://www.wikidata.org/entity/Q60	New York City
http://www.wikidata.org/entity/Q30	United States of America	http://www.wikidata.org/entity/Q61	Washington, D.C.
http://www.wikidata.org/entity/Q13188841	San Francisco County	http://www.wikidata.org/entity/Q62	San Francisco
http://www.wikidata.org/entity/Q183	Germany	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q7318	Nazi Germany	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q27306	Kingdom of Prussia	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q38872	Prussia	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q41304	Weimar Republic	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q43287	German Empire	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q148499	Margraviate of Brandenburg	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q150981	North German Confederation	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q157367	Brandenburg-Prussia	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q161036	Free State of Prussia	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q700264	Province of Brandenburg	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q826839	Q826839	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q2415901	Allied-occupied Germany	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q24970602	Gau Berlin	http://www.wikidata.org/entity/Q64	Berlin
http://www.wikidata.org/entity/Q104994	Los Angeles County	http://www.wikidata.org/entity/Q65	Los Angeles
http://www.wikidata.org/entity/Q39	Switzerland	http://www.wikidata.org/entity/Q70	Bern
http://www.wikidata.org/entity/Q11911	canton of Bern	http://www.wikidata.org/entity/Q70	Bern
http://www.wikidata.org/entity/Q206696	Helvetic Republic	http://www.wikidata.org/entity/Q70	Bern
http://www.wikidata.org/entity/Q11917	Canton of Geneva	http://www.wikidata.org/entity/Q71	Geneva
http://www.wikidata.org/entity/Q691368	Léman	http://www.wikidata.org/entity/Q71	Geneva
http://www.wikidata.org/entity/Q23366230	Republic of Geneva	http://www.wikidata.org/entity/Q71	Geneva
http://www.wikidata.org/entity/Q11943	canton of Zürich	http://www.wikidata.org/entity/Q72	Zürich
http://www.wikidata.org/entity/Q660732	Zürich District	http://www.wikidata.org/entity/Q72	Zürich
http://www.wikidata.org/entity/Q12172	Basel-Stadt	http://www.wikidata.org/entity/Q78	Basel
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q84	London
