item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q88712897	Cof Cymru	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q77365183	Creative Commons Attribution-ShareAlike 2.0 UK: England & Wales	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q69997140	gross negligence manslaughter	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q67919742	Public Information and Education Service	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q63241773	Creative Commons Attribution 2.0 UK: England & Wales	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60775060	Interim Morgan Government	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60372093	Fourth Jones ministry	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370495	Deputy Minister and Chief Whip	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370447	Minister for Environment, Energy and Rural Affairs	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370401	Minister for Education	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370330	Deputy Minister for Housing and Local Government	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370277	Minister for Housing and Local Government	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370254	Deputy Minister for Economy and Transport	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370166	Minister for Economy and Transport	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60370070	Deputy Minister for Culture, Sport and Tourism	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60369940	Minister for International Relations and the Welsh Language	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60368747	Deputy Minister for Health and Social Services	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60368713	Minister for Health and Social Services	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60368676	Minister for Finance and Trefnydd	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q60368325	First Drakeford minstry	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q59259501	Gatehouse Gazetteer Medieval fortifications and palaces database for Wales	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q55632893	Seren Network	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45348409	Minister for Social Services and Public Health	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45348294	Minister for Skills and Science	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45348169	Cabinet Secretary for Economy and Infrastructure	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45347984	Minister for Children and Social Care	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45347919	Minister for Welsh Language and Lifelong Learning	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45347855	Minister for Environment	http://www.wikidata.org/entity/Q25	Wales
http://www.wikidata.org/entity/Q45347773	Minister for Housing and Regeneration	http://www.wikidata.org/entity/Q25	Wales
