item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q5327160	Earth in science fiction	http://www.wikidata.org/entity/Q2	Earth
http://www.wikidata.org/entity/Q181508	extraterrestrial life	http://www.wikidata.org/entity/Q3	life
http://www.wikidata.org/entity/Q333458	cryptogam	http://www.wikidata.org/entity/Q3	life
http://www.wikidata.org/entity/Q2867027	personal life	http://www.wikidata.org/entity/Q3	life
http://www.wikidata.org/entity/Q19771042	human life	http://www.wikidata.org/entity/Q3	life
http://www.wikidata.org/entity/Q210392	killed in action	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q855919	unnatural death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q1260008	drug-related death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q1339474	maternal death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q1471423	road death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q2105922	post mortem auctoris	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q3288899	Q3288899	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q3346925	necroptosis	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q3739104	natural causes	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q5247364	death in office	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q6517655	legal death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q7425692	Saskatoon freezing deaths	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q11072728	death during consensual sex	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q15522511	driver death in motorsport	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q16249436	Death by coconut	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q16861372	died of wounds	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q16874630	letting die	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q18011108	death by animal attack	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q20730691	death in police custody	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q22004151	infant death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q22299430	tissue death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q23498247	died during training	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q25105127	death by GNSS	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q25476356	death in custody	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q46999986	martyrdom	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q54973951	sudden death	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q61708990	non-battle casualty	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q62266388	autoerotic fatality	http://www.wikidata.org/entity/Q4	death
http://www.wikidata.org/entity/Q74948922	violent death	http://www.wikidata.org/entity/Q4	death
