item	itemLabel	value	valueLabel
http://www.wikidata.org/entity/Q61974648	Alberto Montado	http://www.wikidata.org/entity/Q29	Spain
http://www.wikidata.org/entity/Q1999429	Pedro Rodrigues Filho	http://www.wikidata.org/entity/Q45	Portugal
http://www.wikidata.org/entity/Q23755	Kim J. Henriksen	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q25313	Ino Kolbe	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q55970	Stefan MacGill	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q55990	Carlo Minnaja	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q100845	Johano Strasser	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q115448	Daniel Bovet	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q215581	Ulrich Brandenburg	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q445513	Petr Ginz	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q2092911	Vinko Ošlak	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q2898153	Bernard Lagrange	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q4441175	Peter Weide	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q8025422	Winifred Sackville Stoner, Jr.	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q11085810	Aleš Tomeček	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q11128097	Diana Aitai	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q11395560	Kyōtarō Deguchi	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12344693	Q12344693	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12345302	Arno Lagrange	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12346980	Emilia Gastón Burillo	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12347954	François Simonnet	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12348387	Gunnar R. Fischer	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12348789	Helmut Klünder	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12349362	Inés Gastón	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12351471	Leo Sakaguchi	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12352405	Matthias Humet	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12352458	Melinde Van Damme	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12353172	Nicola Minnaja	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12353658	Patrick Lagrange	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12353759	Peter Kühnel	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12354619	Q12354619	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12355481	Q12355481	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12355886	Thomas Bormann	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q12356407	Vera Tautorat	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q15077762	Ines Frank	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q15077763	Tilo Frank	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q15589385	Nicole Klünder	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q15830668	Eliza Kehlet	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q15830777	Karlijn Van Damme	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q16886827	Q16886827	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q19711345	Guido Brandenburg	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q20478221	Q20478221	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q20481074	Suitbert H. Siedl	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q28941977	Q28941977	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q33100092	Dima Ŝevĉenko	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q43656752	Gabriele Corsetti	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q43656754	Fabiano Corsetti	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q43957452	Q43957452	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q46860286	Stela Besenyei-Merger	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q50994766	Q50994766	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q50994770	Q50994770	http://www.wikidata.org/entity/Q143	Esperanto
http://www.wikidata.org/entity/Q69486267	Dirk Veen	http://www.wikidata.org/entity/Q143	Esperanto
